,similarity,response_time
"(1, 3)",0.23469387755102042,3.3958756276245774
"(1, 4)",0.11224489795918367,3.325211715279964
"(1, 5)",0.7244897959183674,3.011130215828879
"(1, 6)",0.17346938775510204,3.436170312975134
"(1, 7)",0.22448979591836735,3.2633360781167684
"(1, 8)",0.17346938775510204,3.1460448535142747
"(1, 9)",0.21428571428571427,3.301840995178848
"(1, 10)",0.25510204081632654,3.168803126152073
"(1, 11)",0.22448979591836735,3.4342589755853017
"(1, 12)",0.05102040816326531,2.9840175096805277
"(1, 13)",0.2653061224489796,3.500577973537758
"(1, 14)",0.25510204081632654,3.198840408765969
"(1, 15)",0.2755102040816326,3.7841200942578523
"(1, 16)",0.22448979591836735,3.3214649895826978
"(1, 17)",0.1836734693877551,3.231922496110201
"(1, 18)",0.4387755102040816,3.465254733274723
"(1, 19)",0.10204081632653061,3.2297195336397957
"(1, 20)",0.14285714285714285,3.2618869304656983
"(1, 21)",0.17346938775510204,3.2511938260949176
"(1, 22)",0.10204081632653061,3.346153402750471
"(1, 23)",0.14285714285714285,3.3973232538013134
"(1, 24)",0.25510204081632654,3.546060509722808
"(1, 25)",0.3673469387755102,3.5519664360765826
"(1, 26)",0.2653061224489796,3.5092872433040454
"(1, 27)",0.3877551020408163,3.58544545759589
"(1, 28)",0.05102040816326531,2.9707568162078157
"(1, 29)",0.2755102040816326,3.520080343270913
"(1, 30)",0.16326530612244897,3.2063131093978883
"(1, 31)",0.3673469387755102,3.44399760739278
"(1, 32)",0.30612244897959184,3.5780825593641827
"(1, 33)",0.09183673469387756,3.151582680577817
"(1, 34)",0.17346938775510204,3.3956788896440386
"(1, 35)",0.2857142857142857,3.3505829366962465
"(1, 36)",0.46938775510204084,3.3758956025044125
"(1, 37)",0.20408163265306123,3.5094717772661057
"(1, 38)",0.10204081632653061,3.4873309937198607
"(1, 39)",0.5102040816326531,3.3031934217402807
"(1, 40)",0.29591836734693877,3.366479084960052
"(1, 41)",0.23469387755102042,3.5197870103936446
"(1, 42)",0.08163265306122448,3.4461102149425407
"(1, 43)",0.3673469387755102,3.631991434664953
"(1, 44)",0.2755102040816326,3.707150775194168
"(1, 45)",0.29591836734693877,3.3840870651705512
"(1, 46)",0.21428571428571427,3.575462041730466
"(1, 47)",0.14285714285714285,3.1971638752863956
"(1, 48)",0.46938775510204084,3.493573118720138
"(1, 49)",0.3877551020408163,3.668209084758052
"(1, 50)",0.17346938775510204,3.4786355933572493
"(1, 51)",0.1836734693877551,3.468460134246893
"(1, 52)",0.1836734693877551,3.4061741281728275
"(1, 53)",0.09183673469387756,3.3022622837394966
"(1, 54)",0.22448979591836735,3.207535129635274
"(1, 55)",0.17346938775510204,3.3611731358936856
"(1, 56)",0.19387755102040816,3.3101344470466887
"(1, 57)",0.24489795918367346,3.448194097431879
"(1, 58)",0.2653061224489796,3.4994870413433423
"(1, 59)",0.15306122448979592,3.4056006977635045
"(1, 60)",0.10204081632653061,3.26614763914061
"(1, 61)",0.17346938775510204,3.2888129363625738
"(1, 62)",0.08163265306122448,3.285808752926569
"(1, 63)",0.23469387755102042,3.361409367141077
"(1, 64)",0.17346938775510204,3.49405770029938
"(1, 65)",0.21428571428571427,3.269522280033146
"(1, 66)",0.10204081632653061,3.3090281115203606
"(1, 67)",0.10204081632653061,3.234264367717808
"(1, 68)",0.1326530612244898,3.274205032984416
"(1, 69)",0.10204081632653061,3.2766464393017656
"(1, 70)",0.12244897959183673,3.1859380376022473
"(1, 71)",0.37755102040816324,3.536342280511638
"(1, 72)",0.21428571428571427,3.2925149229856636
"(1, 73)",0.3469387755102041,3.2437084595362347
"(1, 74)",0.42857142857142855,3.542519155301546
"(1, 75)",0.35714285714285715,3.6304916295138274
"(1, 76)",0.20408163265306123,3.1929594648986304
"(1, 77)",0.24489795918367346,3.2691569774047187
"(1, 78)",0.1326530612244898,3.255587303432925
"(1, 79)",0.1836734693877551,3.4958634365976384
"(1, 80)",0.3673469387755102,3.2299947103516002
"(1, 81)",0.3163265306122449,3.5610772319007338
"(1, 82)",0.3163265306122449,3.442628500697849
"(1, 83)",0.24489795918367346,3.3203167286444835
"(1, 84)",0.14285714285714285,3.2195016614028384
"(1, 85)",0.20408163265306123,3.420504998316807
"(1, 86)",0.15306122448979592,3.207316219806671
"(1, 87)",0.08163265306122448,3.3719482391567555
"(1, 88)",0.16326530612244897,3.461120778480462
"(1, 89)",0.17346938775510204,3.2935181643281664
"(1, 90)",0.10204081632653061,3.3373216665708103
"(1, 91)",0.23469387755102042,3.5009205696011376
"(1, 92)",0.11224489795918367,3.4660997931773845
"(1, 93)",0.46938775510204084,3.4051720232799134
"(1, 94)",0.5,3.34876825324202
"(1, 95)",0.1326530612244898,3.3826249900364105
"(1, 96)",0.4897959183673469,3.444934610525767
"(1, 97)",0.14285714285714285,3.524423034102828
"(1, 98)",0.1836734693877551,3.1624517658400157
"(1, 99)",0.10204081632653061,3.4117273886998496
"(2, 3)",0.7857142857142857,3.124355068077912
"(2, 4)",0.3979591836734694,3.548506573468697
"(2, 5)",0.30612244897959184,3.327221328929319
"(2, 6)",0.46938775510204084,3.467802693701198
"(2, 7)",0.5204081632653061,3.3016319881225455
"(2, 8)",0.6326530612244898,3.4168977292834737
"(2, 9)",0.5714285714285714,3.547032363455871
"(2, 10)",0.6428571428571429,3.539941081712986
"(2, 11)",0.5612244897959183,3.2595609455108643
"(2, 12)",0.46938775510204084,3.5716073119214604
"(2, 13)",0.46938775510204084,3.576753822962443
"(2, 14)",0.41836734693877553,3.5297368968653884
"(2, 15)",0.5408163265306123,3.5295167583972216
"(2, 16)",0.5408163265306123,3.561326583226522
"(2, 17)",0.5510204081632653,3.4480510969792517
"(2, 18)",0.6224489795918368,3.4402741706162168
"(2, 19)",0.5102040816326531,3.8345921344993528
"(2, 20)",0.45918367346938777,3.4209640940030415
"(2, 21)",0.20408163265306123,3.4446811214932858
"(2, 22)",0.5204081632653061,3.6998840348195223
"(2, 23)",0.30612244897959184,3.367807397397898
"(2, 24)",0.5612244897959183,3.6517667001293552
"(2, 25)",0.29591836734693877,3.490846262258642
"(2, 26)",0.6326530612244898,3.3194769440578815
"(2, 27)",0.7653061224489796,3.5010819685074592
"(2, 28)",0.12244897959183673,3.272005728312901
"(2, 29)",0.5306122448979592,3.642990983194775
"(2, 30)",0.4897959183673469,3.5032252690248322
"(2, 31)",0.4489795918367347,3.419924831190029
"(2, 32)",0.6224489795918368,3.4905142374038696
"(2, 33)",0.3163265306122449,3.6146553395123315
"(2, 34)",0.41836734693877553,3.450100658353695
"(2, 35)",0.2653061224489796,3.404485724668587
"(2, 36)",0.12244897959183673,3.497466658115387
"(2, 37)",0.5510204081632653,3.647183533300433
"(2, 38)",0.5612244897959183,3.6200902560482855
"(2, 39)",0.6224489795918368,3.523734332108107
"(2, 40)",0.6530612244897959,3.3888381242752077
"(2, 41)",0.5918367346938775,3.4646524131790666
"(2, 42)",0.4489795918367347,3.8216300532837546
"(2, 43)",0.3979591836734694,3.6446383883876186
"(2, 44)",0.2755102040816326,3.482085108757019
"(2, 45)",0.5,3.8489405070913247
"(2, 46)",0.5816326530612245,3.587049076723498
"(2, 47)",0.6020408163265306,3.4821072025545714
"(2, 48)",0.4387755102040816,3.6032729091644287
"(2, 49)",0.40816326530612246,3.471496763012626
"(2, 50)",0.2755102040816326,3.595352421819636
"(2, 51)",0.40816326530612246,3.6926928646544104
"(2, 52)",0.2857142857142857,3.4490684372510096
"(2, 53)",0.14285714285714285,3.332330188207459
"(2, 54)",0.14285714285714285,3.2684448033571245
"(2, 55)",0.15306122448979592,3.340386536161778
"(2, 56)",0.2653061224489796,3.1904509750186887
"(2, 57)",0.19387755102040816,3.7447516454590692
"(2, 58)",0.23469387755102042,3.176110930244128
"(2, 59)",0.17346938775510204,3.4203914928025214
"(2, 60)",0.2653061224489796,3.493189875708252
"(2, 61)",0.22448979591836735,3.468773444493612
"(2, 62)",0.09183673469387756,3.2033009213260097
"(2, 63)",0.16326530612244897,3.1682757605677065
"(2, 64)",0.3163265306122449,3.341421760954298
"(2, 65)",0.2653061224489796,3.4964839613955956
"(2, 66)",0.21428571428571427,3.76341450214386
"(2, 67)",0.2857142857142857,3.5842568596889235
"(2, 68)",0.37755102040816324,3.4210810081093714
"(2, 69)",0.15306122448979592,3.4023177538599287
"(2, 70)",0.15306122448979592,3.727980963818662
"(2, 71)",0.32653061224489793,3.5808295799513994
"(2, 72)",0.10204081632653061,3.324807787934939
"(2, 73)",0.42857142857142855,3.5498384162783623
"(2, 74)",0.12244897959183673,3.205067158849151
"(2, 75)",0.21428571428571427,3.3409280710750155
"(2, 76)",0.1836734693877551,3.23602345560351
"(2, 77)",0.22448979591836735,3.4009159989978954
"(2, 78)",0.1836734693877551,3.32592111825943
"(2, 79)",0.3163265306122449,3.473340630531311
"(2, 80)",0.32653061224489793,3.737270839317985
"(2, 81)",0.3877551020408163,3.3326747476561995
"(2, 82)",0.22448979591836735,3.368470410151141
"(2, 83)",0.2755102040816326,3.298350163435532
"(2, 84)",0.30612244897959184,3.736463869136313
"(2, 85)",0.10204081632653061,3.2784556239843368
"(2, 86)",0.3673469387755102,3.6231206467277124
"(2, 87)",0.23469387755102042,3.488587589697404
"(2, 88)",0.08163265306122448,3.2340712228725694
"(2, 89)",0.14285714285714285,3.37559084765679
"(2, 90)",0.1326530612244898,3.1842930493147477
"(2, 91)",0.30612244897959184,3.5227739437766696
"(2, 92)",0.20408163265306123,3.359120503911432
"(2, 93)",0.20408163265306123,3.3654454967431855
"(2, 94)",0.02040816326530612,2.9332482009022325
"(2, 95)",0.22448979591836735,3.3393361768891325
"(2, 96)",0.29591836734693877,3.687392868033243
"(2, 97)",0.21428571428571427,3.358916015588036
"(2, 98)",0.20408163265306123,3.6814094674391824
"(2, 99)",0.15306122448979592,3.417760176173711
"(3, 4)",0.5918367346938775,3.4015812292571894
"(3, 5)",0.2755102040816326,3.376607531994845
"(3, 6)",0.3163265306122449,3.609640416978788
"(3, 7)",0.4489795918367347,3.625742867452289
"(3, 8)",0.5816326530612245,3.571050362709241
"(3, 9)",0.3877551020408163,3.6400475278496742
"(3, 10)",0.5102040816326531,3.747439274266988
"(3, 11)",0.5,3.534013252766406
"(3, 12)",0.41836734693877553,3.718746264102095
"(3, 13)",0.40816326530612246,3.5996068255943166
"(3, 14)",0.47959183673469385,3.755463281193295
"(3, 15)",0.5204081632653061,3.5598386269912385
"(3, 16)",0.3979591836734694,3.6431293268203735
"(3, 17)",0.46938775510204084,3.486260249696929
"(3, 18)",0.3877551020408163,3.5323246658825482
"(3, 19)",0.5714285714285714,3.5014829355737436
"(3, 20)",0.4489795918367347,3.54993125543756
"(3, 21)",0.14285714285714285,3.3035598576068876
"(3, 22)",0.5102040816326531,3.595349398621342
"(3, 23)",0.2857142857142857,3.6828477131117374
"(3, 24)",0.5,3.5047589049619785
"(3, 25)",0.21428571428571427,3.938591050474267
"(3, 26)",0.46938775510204084,3.799607922633489
"(3, 27)",0.5714285714285714,3.4684379471450293
"(3, 28)",0.29591836734693877,3.641492133140564
"(3, 29)",0.46938775510204084,3.8592315962759116
"(3, 30)",0.4387755102040816,3.8162712597214017
"(3, 31)",0.3673469387755102,3.5421568035077646
"(3, 32)",0.4489795918367347,3.5921176987835484
"(3, 33)",0.3979591836734694,3.8606576420303083
"(3, 34)",0.45918367346938777,3.7408226191020404
"(3, 35)",0.23469387755102042,3.5835541772448325
"(3, 36)",0.22448979591836735,3.4045171501307654
"(3, 37)",0.6632653061224489,3.411096805834588
"(3, 38)",0.5102040816326531,3.5896598956523795
"(3, 39)",0.30612244897959184,3.629662515625121
"(3, 40)",0.6530612244897959,3.3847867890822987
"(3, 41)",0.2755102040816326,3.6788023329582535
"(3, 42)",0.4387755102040816,3.5378111402193704
"(3, 43)",0.29591836734693877,3.8019549401006967
"(3, 44)",0.22448979591836735,3.6398865580558777
"(3, 45)",0.6224489795918368,3.785421213182081
"(3, 46)",0.46938775510204084,3.578608706466153
"(3, 47)",0.5816326530612245,3.569474170773716
"(3, 48)",0.47959183673469385,3.7234261412369576
"(3, 49)",0.47959183673469385,3.7145219547116857
"(3, 50)",0.32653061224489793,3.54104801599796
"(3, 51)",0.32653061224489793,3.824339194995601
"(3, 52)",0.24489795918367346,3.517100525684044
"(3, 53)",0.3877551020408163,3.583121832493132
"(3, 54)",0.16326530612244897,3.590534263946971
"(3, 55)",0.22448979591836735,3.481315715416618
"(3, 56)",0.29591836734693877,3.3491717293858527
"(3, 57)",0.3163265306122449,3.659501410844758
"(3, 58)",0.1836734693877551,3.797869735956192
"(3, 59)",0.24489795918367346,3.4777679540015556
"(3, 60)",0.22448979591836735,3.306220806598663
"(3, 61)",0.21428571428571427,3.672250639115061
"(3, 62)",0.11224489795918367,3.3444721056067426
"(3, 63)",0.2653061224489796,3.2968586874859676
"(3, 64)",0.35714285714285715,3.523466717313837
"(3, 65)",0.336734693877551,3.5475983422649793
"(3, 66)",0.23469387755102042,3.653082816765226
"(3, 67)",0.4387755102040816,3.510687238130814
"(3, 68)",0.3469387755102041,3.6226609317879928
"(3, 69)",0.20408163265306123,3.385692668355201
"(3, 70)",0.22448979591836735,3.736210958711032
"(3, 71)",0.29591836734693877,3.7182299976763518
"(3, 72)",0.16326530612244897,3.290804448428455
"(3, 73)",0.40816326530612246,3.447476505159258
"(3, 74)",0.12244897959183673,3.6933556502148255
"(3, 75)",0.3877551020408163,3.51774234277708
"(3, 76)",0.2755102040816326,3.657353843688965
"(3, 77)",0.3163265306122449,3.4857019669023055
"(3, 78)",0.29591836734693877,3.5958586248484523
"(3, 79)",0.42857142857142855,4.001913940584338
"(3, 80)",0.3163265306122449,3.7219987100568312
"(3, 81)",0.42857142857142855,3.1135701447461557
"(3, 82)",0.20408163265306123,3.4153816955430165
"(3, 83)",0.20408163265306123,3.485197543070234
"(3, 84)",0.32653061224489793,3.6888593512821974
"(3, 85)",0.24489795918367346,3.509320709922097
"(3, 86)",0.37755102040816324,3.4136462016183824
"(3, 87)",0.23469387755102042,3.556362642395881
"(3, 88)",0.14285714285714285,3.246444788671309
"(3, 89)",0.2857142857142857,3.564907877846102
"(3, 90)",0.15306122448979592,3.57250148628069
"(3, 91)",0.40816326530612246,3.521817617729062
"(3, 92)",0.25510204081632654,3.914954320723269
"(3, 93)",0.22448979591836735,3.573254430932658
"(3, 94)",0.04081632653061224,3.0899307599737624
"(3, 95)",0.22448979591836735,3.512279762510668
"(3, 96)",0.20408163265306123,3.6551222482631944
"(3, 97)",0.1326530612244898,3.4061262039911178
"(3, 98)",0.2857142857142857,3.8337859511375427
"(3, 99)",0.16326530612244897,3.6761036964884974
"(4, 5)",0.21428571428571427,3.3831512576849887
"(4, 6)",0.2755102040816326,3.5124121650501534
"(4, 7)",0.3469387755102041,3.747945311741951
"(4, 8)",0.35714285714285715,3.444668396523124
"(4, 9)",0.30612244897959184,3.5548756217534563
"(4, 10)",0.35714285714285715,3.57895169638786
"(4, 11)",0.3673469387755102,3.326948261051847
"(4, 12)",0.6122448979591837,3.5480696644101823
"(4, 13)",0.3979591836734694,3.546339314234884
"(4, 14)",0.47959183673469385,3.494892748265431
"(4, 15)",0.3673469387755102,3.668208306671208
"(4, 16)",0.40816326530612246,3.5730224374897226
"(4, 17)",0.6632653061224489,3.5048541938886046
"(4, 18)",0.16326530612244897,3.539418201013045
"(4, 19)",0.46938775510204084,3.518858878236068
"(4, 20)",0.46938775510204084,3.4854094197875574
"(4, 21)",0.2857142857142857,3.455292625673886
"(4, 22)",0.8367346938775511,3.227189376436431
"(4, 23)",0.24489795918367346,3.5673686694680597
"(4, 24)",0.336734693877551,3.2984221949536576
"(4, 25)",0.37755102040816324,3.5069449890044426
"(4, 26)",0.2653061224489796,3.4776387288588886
"(4, 27)",0.25510204081632654,3.4551068130186047
"(4, 28)",0.7653061224489796,3.174121723687353
"(4, 29)",0.40816326530612246,3.625840514629811
"(4, 30)",0.4897959183673469,3.8265268288809677
"(4, 31)",0.5204081632653061,3.443659889988783
"(4, 32)",0.19387755102040816,3.5395764498798936
"(4, 33)",0.5204081632653061,3.5087170055357078
"(4, 34)",0.35714285714285715,3.5577597841620445
"(4, 35)",0.3469387755102041,3.5652056645069803
"(4, 36)",0.20408163265306123,3.4274435602782067
"(4, 37)",0.47959183673469385,3.699151380667611
"(4, 38)",0.6122448979591837,3.700774873377847
"(4, 39)",0.24489795918367346,3.3347869802798544
"(4, 40)",0.2653061224489796,3.7417838413174414
"(4, 41)",0.22448979591836735,3.729038314294007
"(4, 42)",0.5102040816326531,3.5139048238595327
"(4, 43)",0.1836734693877551,3.686024580246363
"(4, 44)",0.4489795918367347,3.610817812446855
"(4, 45)",0.3673469387755102,3.588405330364521
"(4, 46)",0.2653061224489796,3.3777094127751197
"(4, 47)",0.5306122448979592,3.477036106400192
"(4, 48)",0.2653061224489796,3.5963622285053134
"(4, 49)",0.32653061224489793,3.6246979542267628
"(4, 50)",0.2755102040816326,3.366952721968941
"(4, 51)",0.23469387755102042,3.655946514729796
"(4, 52)",0.1326530612244898,3.3210037402037917
"(4, 53)",0.46938775510204084,3.751261928985859
"(4, 54)",0.08163265306122448,3.4775017080307005
"(4, 55)",0.20408163265306123,3.6278253354524312
"(4, 56)",0.1326530612244898,3.4638463794174843
"(4, 57)",0.25510204081632654,3.4445242952492277
"(4, 58)",0.11224489795918367,3.2173180936748147
"(4, 59)",0.24489795918367346,3.347202725451568
"(4, 60)",0.11224489795918367,3.6716956887926373
"(4, 61)",0.10204081632653061,3.222753376291509
"(4, 62)",0.22448979591836735,3.6938513219356537
"(4, 63)",0.15306122448979592,3.128204612170949
"(4, 64)",0.5408163265306123,3.49719023087929
"(4, 65)",0.22448979591836735,3.2123890366174477
"(4, 66)",0.40816326530612246,3.329505091314917
"(4, 67)",0.3469387755102041,3.43311678637629
"(4, 68)",0.2857142857142857,3.3887936993078753
"(4, 69)",0.15306122448979592,3.4409236494950424
"(4, 70)",0.15306122448979592,3.4707609194975633
"(4, 71)",0.12244897959183673,3.4159934642987375
"(4, 72)",0.23469387755102042,3.620149304301052
"(4, 73)",0.2857142857142857,3.5314699659744897
"(4, 74)",0.05102040816326531,3.137961038299229
"(4, 75)",0.25510204081632654,3.4133469524054694
"(4, 76)",0.15306122448979592,3.30747012331568
"(4, 77)",0.1326530612244898,3.5131239803110965
"(4, 78)",0.1836734693877551,3.399496074271413
"(4, 79)",0.1836734693877551,3.8553198538720608
"(4, 80)",0.10204081632653061,3.136269783114528
"(4, 81)",0.2857142857142857,3.4921718502448775
"(4, 82)",0.07142857142857142,3.194416774285806
"(4, 83)",0.05102040816326531,3.5585687849499763
"(4, 84)",0.17346938775510204,3.4946576931646893
"(4, 85)",0.1836734693877551,3.3630343651383874
"(4, 86)",0.25510204081632654,3.530716812315066
"(4, 87)",0.5102040816326531,3.632168496059159
"(4, 88)",0.09183673469387756,3.338935915283535
"(4, 89)",0.3469387755102041,3.375984160423279
"(4, 90)",0.24489795918367346,3.368147568365114
"(4, 91)",0.17346938775510204,3.502967006791898
"(4, 92)",0.17346938775510204,3.561126758412617
"(4, 93)",0.2755102040816326,3.527985194633747
"(4, 94)",0.15306122448979592,3.32145614799906
"(4, 95)",0.16326530612244897,3.3185954710184515
"(4, 96)",0.05102040816326531,3.340141156445379
"(4, 97)",0.336734693877551,3.48734188079834
"(4, 98)",0.16326530612244897,3.3760704639529395
"(4, 99)",0.25510204081632654,3.425789535546503
"(5, 6)",0.07142857142857142,3.103235074597546
"(5, 7)",0.1836734693877551,3.313551686391109
"(5, 8)",0.15306122448979592,3.237960259810738
"(5, 9)",0.19387755102040816,3.5963947336588586
"(5, 10)",0.17346938775510204,3.220337583393347
"(5, 11)",0.16326530612244897,3.3346469722876027
"(5, 12)",0.1836734693877551,3.331640229505651
"(5, 13)",0.3979591836734694,3.462442713871337
"(5, 14)",0.24489795918367346,3.3397482299804686
"(5, 15)",0.29591836734693877,3.4529762800250734
"(5, 16)",0.14285714285714285,3.411224505922816
"(5, 17)",0.47959183673469385,3.4686788416677907
"(5, 18)",0.5,3.5607795835587015
"(5, 19)",0.12244897959183673,3.115368796557915
"(5, 20)",0.08163265306122448,3.214748527190482
"(5, 21)",0.20408163265306123,3.515869777778099
"(5, 22)",0.29591836734693877,3.753915198847779
"(5, 23)",0.05102040816326531,3.3362769929029175
"(5, 24)",0.23469387755102042,3.418727705963945
"(5, 25)",0.37755102040816324,3.3212502031099227
"(5, 26)",0.24489795918367346,3.525782326690289
"(5, 27)",0.4897959183673469,3.4002503488884597
"(5, 28)",0.061224489795918366,3.346427644452741
"(5, 29)",0.30612244897959184,3.5345471522264313
"(5, 30)",0.12244897959183673,3.3144690274146567
"(5, 31)",0.6122448979591837,3.7668578532235375
"(5, 32)",0.15306122448979592,3.5309360238221976
"(5, 33)",0.22448979591836735,3.3024791692375044
"(5, 34)",0.14285714285714285,3.3509344122626565
"(5, 35)",0.5,3.4481439515948296
"(5, 36)",0.3979591836734694,3.681302168152549
"(5, 37)",0.14285714285714285,3.5962024621474438
"(5, 38)",0.1836734693877551,3.6343108046622503
"(5, 39)",0.35714285714285715,3.3198506220527317
"(5, 40)",0.14285714285714285,3.538997186442553
"(5, 41)",0.20408163265306123,3.3728100123612776
"(5, 42)",0.19387755102040816,3.1310661937308124
"(5, 43)",0.19387755102040816,3.313304337086501
"(5, 44)",0.41836734693877553,3.975725459451435
"(5, 45)",0.08163265306122448,3.547295437371435
"(5, 46)",0.17346938775510204,3.2263279294967653
"(5, 47)",0.30612244897959184,3.679484038517393
"(5, 48)",0.20408163265306123,3.3914605950521044
"(5, 49)",0.3673469387755102,3.6716140428511035
"(5, 50)",0.09183673469387756,3.138135592306941
"(5, 51)",0.05102040816326531,3.0374566403719094
"(5, 52)",0.17346938775510204,3.2880546010058858
"(5, 53)",0.05102040816326531,3.284440809174588
"(5, 54)",0.030612244897959183,2.9894994729388076
"(5, 55)",0.02040816326530612,3.0760282741105263
"(5, 56)",0.08163265306122448,3.0074167766571045
"(5, 57)",0.15306122448979592,3.2264098679925515
"(5, 58)",0.16326530612244897,3.5209771290658014
"(5, 59)",0.030612244897959183,3.1269762267237122
"(5, 60)",0.061224489795918366,3.1841494593738524
"(5, 61)",0.09183673469387756,3.0759112854157724
"(5, 62)",0.17346938775510204,3.4881155221692977
"(5, 63)",0.061224489795918366,2.981530968002651
"(5, 64)",0.2755102040816326,3.277130104104678
"(5, 65)",0.061224489795918366,3.0462199261894933
"(5, 66)",0.21428571428571427,3.43324709431199
"(5, 67)",0.16326530612244897,3.2073737364262342
"(5, 68)",0.15306122448979592,3.368253164372202
"(5, 69)",0.07142857142857142,3.2136262000144065
